f0	f1	f2	f3	f6	f7	f8	f9	f10	f11	f12	label	index	raw	global	local	R	G	L	date	local_A	FAC1_1	FAC2_1	FAC3_1	FAC4_1
20.00	9.00	13.46	18	1	38	10.0000	-1.60	5.26	1.4	7.0	296.4	1868	296.40000	296.40000	296.40000	1	1	1	12-Oct-2021	296.40000	.03281	-.80276	.47749	.10716
20.00	11.00	15.57	16	2	66	12.0000	5.00	9.00	.3	2.0	295.0	1869	295.00000	295.00000	295.00000	1	1	1	13-Oct-2021	295.00000	.16223	.01852	.50197	.16926
19.00	11.00	15.08	16	1	47	12.6000	8.00	11.05	.2	1.0	289.4	1870	289.40000	289.40000	289.40000	1	1	1	14-Oct-2021	289.40000	.18337	-.65193	.60738	.28244
20.00	5.00	13.29	16	1	32	10.7000	-14.40	-5.47	.0	.0	293.3	1871	293.30000	293.30000	293.30000	1	1	1	15-Oct-2021	293.30000	-.17115	-.86214	.47443	-.13545
12.00	1.00	5.80	18	1	24	-1.0000	-16.00	-8.65	.0	.0	291.0	1872	291.00000	291.00000	291.00000	1	1	1	16-Oct-2021	291.00000	-.71252	-1.01645	.22016	.09706
15.00	2.00	8.38	18	1	38	2.0000	-13.00	-2.56	.0	.0	.0	1873		292.13602	287.13879	1	1	1	17-Oct-2021	287.13879	-.49834	-.84217	.35785	.11877
17.00	4.00	10.10	16	2	71	4.8000	-7.80	-1.67	.0	.0	298.8	1874	298.80000	298.80000	298.80000	1	1	1	18-Oct-2021	298.80000	-.33131	-.00140	.22621	.08055
14.00	1.00	7.18	18	1	22	.0001	-10.00	-4.96	.0	.0	299.1	1875	299.10000	299.10000	299.10000	1	1	1	19-Oct-2021	299.10000	-.59836	-1.01521	.30599	.17586
14.00	3.00	7.88	16	1	49	2.8000	-3.00	.45	.0	.0	265.1	1876	265.10000	265.10000	265.10000	1	1	1	20-Oct-2021	265.10000	-.40975	-.71854	.22102	.28575
19.00	5.00	10.78	18	1	40	2.0000	-8.30	-2.49	.0	.0	298.8	1877	298.80000	298.80000	298.80000	1	1	1	21-Oct-2021	298.80000	-.34920	-.81198	.49910	.07051
18.00	2.00	9.17	18	1	32	3.0000	-5.90	-1.07	.0	.0	298.0	1878	298.00000	298.00000	298.00000	1	1	1	22-Oct-2021	298.00000	-.40303	-.88550	.44641	.17603
18.00	3.00	8.65	18	2	55	4.0000	-2.00	1.81	.0	.0	296.9	1879	296.90000	296.90000	296.90000	1	1	1	23-Oct-2021	296.90000	-.35927	-.15032	.37725	.22128
17.00	4.00	9.81	16	3	109	7.0000	3.00	4.88	.0	.0	304.2	1880	304.20000	304.20000	304.20000	1	1	1	24-Oct-2021	304.20000	-.23835	.89661	.15794	.25578
18.00	7.00	12.04	16	4	175	9.0000	6.00	7.50	.0	.0	302.7	1881	302.70000	302.70000	302.70000	1	1	1	25-Oct-2021	302.70000	-.10561	2.05661	.12140	.20213
22.00	5.00	12.25	16	3	102	8.0000	-5.60	-.14	.0	.0	243.5	1882	243.50000	243.50000	243.50000	1	1	-1	26-Oct-2021	243.50000	-.16073	.82394	.28224	-.02276
21.00	6.00	12.44	16	1	29	3.6000	-7.00	.19	.0	.0	302.7	1883	302.70000	302.70000	302.70000	1	1	1	27-Oct-2021	302.70000	-.17600	-.89619	.47749	.06731
19.00	7.00	11.44	16	1	49	7.0000	.00	4.03	.0	.0	299.9	1884	299.90000	299.90000	299.90000	1	1	1	28-Oct-2021	299.90000	-.11234	-.67803	.45784	.20462
19.00	6.00	11.18	15	3	105	8.2000	5.00	6.20	.0	.0	298.1	1885	298.10000	298.10000	298.10000	1	1	1	29-Oct-2021	298.10000	-.09834	.87374	.19173	.23426
20.00	8.00	13.90	16	3	145	8.0000	-999.90	-39.10	.0	.0	296.6	1886	296.60000	296.60000	296.60000	1	1	1	30-Oct-2021	296.60000	-1.28668	.92028	-.22420	-12.76716
18.00	5.00	12.09	16	2	57	7.6000	-3.30	2.97	.0	.0	302.7	1887	302.70000	302.70000	302.70000	1	1	1	31-Oct-2021	302.70000	-.16858	-.10760	.34802	.14281
13.00	6.00	9.10	16	2	86	7.0000	2.30	5.00	.0	1.0	297.9	1888	297.90000	297.90000	297.90000	1	1	1	01-Nov-2021	297.90000	-.25591	.16871	.18047	.31763
12.00	4.00	9.51	6	2	89	8.0000	5.00	6.95	1.1	3.0	293.9	1889	293.90000	293.90000	293.90000	1	1	1	02-Nov-2021	293.90000	-.01505	.20284	-.62446	.40310
12.00	5.00	9.90	15	3	121	8.3000	6.00	7.50	.0	.0	296.9	1890	296.90000	296.90000	296.90000	1	1	1	03-Nov-2021	296.90000	-.22557	1.02188	.02492	.36950
14.00	7.00	9.76	16	4	164	8.0000	7.00	7.63	.0	.0	295.6	1891	295.60000	295.60000	295.60000	1	1	1	04-Nov-2021	295.60000	-.20946	1.93943	.02524	.30176
12.00	10.00	10.71	16	4	180	11.0000	7.90	9.13	.7	4.0	293.0	1892	293.00000	293.00000	293.00000	1	1	1	05-Nov-2021	293.00000	-.09185	2.09271	-.07326	.28209
12.00	-1.00	3.87	8	3	119	12.0000	-5.00	2.21	19.9	36.0	283.1	1893	283.10000	283.10000	283.10000	1	1	1	06-Nov-2021	283.10000	.18182	.67907	-2.75312	.08925
1.00	-4.00	-.62	9	1	14	-4.0000	-13.00	-9.00	3.0	11.0	291.1	1894	291.10000	291.10000	291.10000	1	1	1	07-Nov-2021	291.10000	-.80698	-1.19821	-1.15283	.38407
7.00	-2.00	3.61	18	1	21	-7.3000	-14.60	-10.20	.0	.0	297.2	1895	297.20000	297.20000	297.20000	1	1	1	08-Nov-2021	297.20000	-.97318	-1.08507	.01741	.24929
11.00	1.00	7.81	18	1	20	-3.0000	-8.40	-5.95	.0	.0	295.6	1896	295.60000	295.60000	295.60000	1	1	1	09-Nov-2021	295.60000	-.68523	-1.05308	.24091	.23122
14.00	2.00	9.99	18	1	19	-4.5000	-11.00	-7.80	.0	.0	.0	1897		290.00000	286.82104	1	1	1	10-Nov-2021	286.82104	-.63493	-1.06855	.31944	.11170
13.00	.01	7.43	18	1	20	-5.3000	-11.00	-8.63	.0	.0	294.7	1898	294.70000	294.70000	294.70000	1	1	1	11-Nov-2021	294.70000	-.74271	-1.06888	.22824	.16566
15.00	.01	7.85	18	1	38	-2.0000	-8.00	-5.08	.0	.0	.0	1899		289.50000	287.06421	1	1	1	12-Nov-2021	287.06421	-.62046	-.86625	.28748	.19533
18.00	1.00	9.27	18	2	59	-.4000	-11.00	-5.64	.0	.0	.0	1900		289.23284	287.40210	1	1	1	13-Nov-2021	287.40210	-.53961	-.15529	.28738	.04597
16.00	2.00	9.49	18	2	58	-1.3000	-10.00	-5.51	.0	.0	299.7	1901	299.70000	299.70000	299.70000	1	1	1	14-Nov-2021	299.70000	-.55993	-.16992	.26389	.07858
11.00	.01	4.66	18	2	77	1.0000	-4.90	-1.32	.0	.0	292.4	1902	292.40000	292.40000	292.40000	1	1	1	15-Nov-2021	292.40000	-.66047	.02639	.09289	.31460
11.00	2.00	5.40	15	2	78	3.6000	-1.00	1.30	.0	.0	.0	1903		289.00000	287.69629	1	1	1	16-Nov-2021	287.69629	-.48182	.06159	-.04073	.35911
13.00	1.00	5.09	16	3	115	5.0000	-2.00	2.12	.0	.0	.0	1904		289.10000	287.86182	1	1	1	17-Nov-2021	287.86182	-.48517	.92667	-.05648	.29903
9.00	2.00	6.17	16	4	157	7.0000	-12.00	-.33	.0	.0	288.8	1905	288.80000	288.80000	288.80000	1	1	1	18-Nov-2021	288.80000	-.54196	1.82476	-.21996	.11841
10.00	3.00	6.14	16	1	34	-1.0000	-12.00	-4.60	.0	.0	289.8	1906	289.80000	289.80000	289.80000	1	1	1	19-Nov-2021	289.80000	-.61219	-.90366	.09012	.20365
8.00	.01	5.45	16	2	55	2.0000	-5.00	-1.07	.0	.0	285.6	1907	285.60000	285.60000	285.60000	1	1	1	20-Nov-2021	285.60000	-.62780	-.18393	-.04374	.34954
7.00	-1.00	3.15	16	3	124	2.1000	-21.00	-13.97	.0	.0	290.0	1908	290.00000	290.00000	290.00000	1	1	1	21-Nov-2021	290.00000	-.88697	.93543	-.33329	-.02687
4.00	-5.00	-1.68	18	1	37	-10.0000	-24.00	-16.88	.0	.0	290.3	1909	290.30000	290.30000	290.30000	1	1	1	22-Nov-2021	290.30000	-1.27617	-.97289	-.22721	.17905
8.00	-4.00	.81	18	1	45	-7.0000	-16.00	-11.01	.0	.0	289.8	1910	289.80000	289.80000	289.80000	1	1	1	23-Nov-2021	289.80000	-1.04605	-.85515	-.06537	.24956
12.00	-2.00	3.15	16	2	64	-5.0000	-10.70	-7.45	.0	.0	290.5	1911	290.50000	290.50000	290.50000	1	1	1	24-Nov-2021	290.50000	-.81464	-.14131	-.12625	.22786
13.00	-2.00	3.95	16	2	66	-4.0000	-9.80	-6.26	.0	.0	289.5	1912	289.50000	289.50000	289.50000	1	1	1	25-Nov-2021	289.50000	-.75912	-.11216	-.08609	.22700
13.00	-3.00	4.80	16	1	47	-1.0000	-12.00	-6.21	.0	.0	290.0	1913	290.00000	290.00000	290.00000	1	1	1	26-Nov-2021	290.00000	-.70744	-.78342	.02544	.21311
10.00	.01	3.70	16	2	92	1.6000	-1.10	.29	.0	.0	286.3	1914	286.30000	286.30000	286.30000	1	1	1	27-Nov-2021	286.30000	-.62005	.18134	-.07830	.40104
9.00	2.00	3.77	16	3	141	2.1000	-2.00	.58	.0	.0	293.6	1915	293.60000	293.60000	293.60000	1	1	1	28-Nov-2021	293.60000	-.61409	1.15735	-.19580	.34165
7.00	-1.00	3.87	6	2	89	1.0000	-15.00	-4.44	.2	1.0	287.2	1916	287.20000	287.20000	287.20000	1	1	1	29-Nov-2021	287.20000	-.52775	.13671	-.86517	.22751
5.00	-5.00	1.38	16	1	22	-10.0000	-19.00	-14.90	.0	.0	287.5	1917	287.50000	287.50000	287.50000	1	1	1	30-Nov-2021	287.50000	-1.13952	-1.10515	-.26500	.22901
9.00	-5.00	3.07	16	1	26	-7.0000	-15.00	-11.16	.0	.0	288.4	1918	288.40000	288.40000	288.40000	1	1	1	01-Dec-2021	288.40000	-.96539	-1.03515	-.13407	.24107
13.00	.01	7.04	16	1	39	-7.8000	-13.00	-11.21	.0	.0	287.7	1919	287.70000	287.70000	287.70000	1	1	1	02-Dec-2021	287.70000	-.77659	-.89971	.03402	.12194
13.00	-1.00	5.15	16	1	43	-4.5000	-13.00	-8.27	.0	.0	287.5	1920	287.50000	287.50000	287.50000	1	1	1	03-Dec-2021	287.50000	-.74223	-.84059	.02530	.17211
13.00	-3.00	2.95	16	1	50	-3.0000	-10.20	-6.33	.0	.0	285.1	1921	285.10000	285.10000	285.10000	1	1	1	04-Dec-2021	285.10000	-.76418	-.76274	-.02037	.26603
11.00	.01	4.26	16	2	95	.2000	-11.00	-2.70	.0	.0	291.3	1922	291.30000	291.30000	291.30000	1	1	1	05-Dec-2021	291.30000	-.65932	.19534	-.08369	.22723
12.00	-3.00	3.60	16	2	52	-6.0000	-12.80	-8.43	.0	.0	.0	1923		287.00000	291.05200	1	1	1	06-Dec-2021	291.05200	-.84796	-.26579	-.12807	.20356
10.00	-3.00	1.49	16	1	31	-4.0000	-9.00	-6.34	.0	.0	286.2	1924	286.20000	286.20000	286.20000	1	1	1	07-Dec-2021	286.20000	-.84000	-.95612	-.07683	.34721
7.00	1.00	3.42	16	2	62	2.4000	-5.00	-1.78	2.2	5.0	284.1	1925	284.10000	284.10000	284.10000	1	1	1	08-Dec-2021	284.10000	-.60681	-.15653	-.34481	.33781
4.00	-1.00	1.80	15	3	127	3.0000	-3.00	.93	.0	.0	280.0	1926	280.00000	280.00000	280.00000	1	1	1	09-Dec-2021	280.00000	-.72696	1.01627	-.38955	.44860
9.00	-1.00	2.66	16	2	96	1.8000	-7.00	-2.95	.0	.0	284.5	1927	284.50000	284.50000	284.50000	1	1	1	10-Dec-2021	284.50000	-.70887	.20642	-.14566	.31506
11.00	-3.00	4.48	16	2	51	-1.0000	-20.00	-11.60	.0	.0	282.3	1928	282.30000	282.30000	282.30000	1	1	1	11-Dec-2021	282.30000	-.82402	-.26954	-.11506	.04252
3.00	-6.00	-1.56	18	1	20	-11.4000	-21.60	-16.85	.0	.0	287.8	1929	287.80000	287.80000	287.80000	1	1	1	12-Dec-2021	287.80000	-1.31851	-1.14495	-.24133	.24428
4.00	-6.00	-2.10	18	1	49	-7.7000	-15.00	-9.93	.0	.0	287.0	1930	287.00000	287.00000	287.00000	1	1	1	13-Dec-2021	287.00000	-1.18006	-.82429	-.20759	.38198
6.00	-5.00	-1.11	16	2	74	-6.0000	-10.00	-7.45	.0	.0	284.1	1931	284.10000	284.10000	284.10000	1	1	1	14-Dec-2021	284.10000	-1.03446	-.06136	-.35130	.39122
3.00	-4.00	-.83	16	2	100	-4.0000	-15.00	-6.63	.0	.0	282.2	1932	282.20000	282.20000	282.20000	1	1	1	15-Dec-2021	282.20000	-1.03162	.19674	-.40490	.34418
4.00	-7.00	-.61	18	2	54	-14.6000	-26.90	-19.30	.0	.0	284.4	1933	284.40000	284.40000	284.40000	1	1	1	16-Dec-2021	284.40000	-1.40052	-.33720	-.36692	.11561
.01	-7.00	-5.45	18	1	23	-15.0000	-24.90	-20.75	.0	.0	283.6	1934	283.60000	283.60000	283.60000	1	1	1	17-Dec-2021	283.60000	-1.53881	-1.14991	-.41391	.26212
5.00	-7.00	-2.44	18	1	45	-11.9000	-21.00	-15.20	.0	.0	282.5	1935	282.50000	282.50000	282.50000	1	1	1	18-Dec-2021	282.50000	-1.31080	-.89668	-.25906	.26408
9.00	-5.00	-.34	18	2	70	-8.2000	-12.00	-9.85	.0	.0	292.3	1936	292.30000	292.30000	292.30000	1	1	1	19-Dec-2021	292.30000	-1.08065	-.11474	-.17678	.29942
13.00	-3.00	3.78	16	2	79	-6.0000	-15.00	-10.05	.0	.0	289.4	1937	289.40000	289.40000	289.40000	1	1	1	20-Dec-2021	289.40000	-.85790	-.00763	-.15181	.13026
8.00	-2.00	2.94	16	2	58	-2.1000	-9.40	-5.34	.0	.0	287.6	1938	287.60000	287.60000	287.60000	1	1	1	21-Dec-2021	287.60000	-.81040	-.18775	-.16069	.30898
5.00	-2.00	.54	16	1	49	-3.3000	-8.60	-6.32	.0	.0	286.0	1939	286.00000	286.00000	286.00000	1	1	1	22-Dec-2021	286.00000	-.90787	-.78580	-.18509	.40479
-1.00	-5.00	-3.15	10	2	69	-7.0000	-21.70	-12.59	.1	1.0	282.8	1940	282.80000	282.80000	282.80000	1	1	1	23-Dec-2021	282.80000	-1.11693	-.13905	-.95765	.30124
-4.00	-10.00	-7.55	18	1	27	-20.0000	-27.90	-24.60	.0	.0	284.4	1941	284.40000	284.40000	284.40000	1	1	1	24-Dec-2021	284.40000	-1.79794	-1.15246	-.61124	.30454
-4.00	-11.00	-7.70	18	1	17	-25.0000	-28.30	-26.19	.0	.0	283.1	1942	283.10000	283.10000	283.10000	1	1	1	25-Dec-2021	283.10000	-1.90195	-1.27449	-.65457	.32382
-1.00	-8.00	-6.42	18	1	28	-15.6000	-25.90	-20.81	.0	.0	294.4	1943	294.40000	294.40000	294.40000	1	1	1	26-Dec-2021	294.40000	-1.59594	-1.10679	-.46940	.28436
6.00	-8.00	-3.56	18	2	56	-12.6000	-22.00	-15.14	.0	.0	292.7	1944	292.70000	292.70000	292.70000	1	1	1	27-Dec-2021	292.70000	-1.35139	-.29493	-.35543	.23878
6.00	-5.00	-.05	16	2	64	-9.1000	-23.00	-15.71	.0	.0	289.8	1945	289.80000	289.80000	289.80000	1	1	1	28-Dec-2021	289.80000	-1.16697	-.19906	-.38888	.12787
5.00	-5.00	-.38	18	1	43	-12.7000	-19.90	-16.70	.0	.0	290.0	1946	290.00000	290.00000	290.00000	1	1	1	29-Dec-2021	290.00000	-1.27462	-.92121	-.21394	.21947
6.00	-7.00	-1.30	18	1	38	-13.0000	-20.00	-16.24	.0	.0	289.2	1947	289.20000	289.20000	289.20000	1	1	1	30-Dec-2021	289.20000	-1.30349	-.96992	-.22759	.24580
5.00	-7.00	-3.26	18	1	44	-10.2000	-16.00	-12.73	.0	.0	291.2	1948	291.20000	291.20000	291.20000	1	1	1	31-Dec-2021	291.20000	-1.26656	-.89139	-.24477	.35867
6.00	-7.00	-.81	18	2	56	-8.5000	-19.00	-15.07	.0	.0	279.0	1949	279.00000	279.00000	279.00000	1	1	1	01-Jan-2022	279.00000	-1.23390	-.27658	-.27254	.20967
2.00	-7.00	-3.37	16	1	24	-13.0000	-18.00	-15.51	.0	.0	274.1	1950	274.10000	274.10000	274.10000	1	1	1	02-Jan-2022	274.10000	-1.33817	-1.10723	-.43946	.36154
6.00	-7.00	-2.70	18	1	49	-11.0000	-17.00	-14.01	.0	.0	288.1	1951	288.10000	288.10000	288.10000	1	1	1	03-Jan-2022	288.10000	-1.27127	-.84840	-.23749	.31312
3.00	-6.00	-3.20	16	2	54	-6.0000	-12.00	-9.41	.0	.0	287.8	1952	287.80000	287.80000	287.80000	1	1	1	04-Jan-2022	287.80000	-1.14797	-.26876	-.43205	.41699
2.00	-6.00	-3.31	16	2	85	-4.5000	-11.00	-7.66	.0	.0	284.1	1953	284.10000	284.10000	284.10000	1	1	1	05-Jan-2022	284.10000	-1.12993	.04230	-.47207	.44712
6.00	-7.00	-2.03	16	2	81	-7.0000	-13.00	-9.25	.0	.0	283.5	1954	283.50000	283.50000	283.50000	1	1	1	06-Jan-2022	283.50000	-1.12020	-.00559	-.41506	.36319
4.00	-6.00	-2.32	16	3	129	-4.9000	-10.00	-7.83	.0	.0	283.6	1955	283.60000	283.60000	283.60000	1	1	1	07-Jan-2022	283.60000	-1.11231	.96868	-.54831	.38367
9.00	-5.00	1.70	16	2	79	-4.0000	-13.20	-9.18	.0	.0	282.1	1956	282.10000	282.10000	282.10000	1	1	1	08-Jan-2022	282.10000	-.94318	-.00560	-.25870	.24450
1.00	-5.00	-1.32	16	2	63	-3.0000	-7.00	-4.65	.0	.0	286.4	1957	286.40000	286.40000	286.40000	1	1	1	09-Jan-2022	286.40000	-1.03314	-.15494	-.39203	.51626
2.00	-8.00	-2.82	18	1	39	-8.2000	-27.00	-19.44	.0	.0	285.5	1958	285.50000	285.50000	285.50000	1	1	1	10-Jan-2022	285.50000	-1.38113	-.96157	-.31953	.16154
.00	-8.00	-4.88	16	1	22	-13.0000	-20.90	-16.94	.0	.0	282.4	1959	282.40000	282.40000	282.40000	1	1	1	11-Jan-2022	282.40000	-1.42639	-1.13644	-.51483	.35848
2.00	-7.00	-2.42	16	1	39	-12.0000	-21.60	-17.10	.0	.0	282.0	1960	282.00000	282.00000	282.00000	1	1	1	12-Jan-2022	282.00000	-1.33528	-.96320	-.44677	.27304
3.00	-7.00	-3.24	18	1	18	-14.0000	-19.40	-16.88	.0	.0	283.5	1961	283.50000	283.50000	283.50000	1	1	1	13-Jan-2022	283.50000	-1.39446	-1.17542	-.29346	.31665
2.00	-6.00	-3.94	16	2	99	-8.0000	-12.80	-9.89	.0	.0	281.6	1962	281.60000	281.60000	281.60000	1	1	1	14-Jan-2022	281.60000	-1.21918	.15721	-.53547	.41833
3.00	-8.00	-2.50	16	2	84	-7.0000	-21.40	-17.58	.0	.0	279.7	1963	279.70000	279.70000	279.70000	1	1	1	15-Jan-2022	279.70000	-1.29588	-.01080	-.53520	.19543
.00	-7.00	-4.99	16	1	25	-14.0000	-19.00	-16.58	.0	.0	284.6	1964	284.60000	284.60000	284.60000	1	1	1	16-Jan-2022	284.60000	-1.42066	-1.10879	-.51291	.38353
6.00	-8.00	-2.12	16	1	35	-13.8000	-22.00	-16.74	.0	.0		1965		284.80796	267.95605	1	1	1	17-Jan-2022	267.95605	-1.30634	-1.00227	-.38959	.24263
2.00	-7.00	-2.93	16	2	80	-6.0000	-13.40	-10.20	.0	.0		1966		284.67381	266.58423	1	1	1	18-Jan-2022	266.58423	-1.19195	-.02124	-.49548	.39890
-1.00	-7.00	-3.38	16	2	80	-9.0000	-14.40	-11.77	.1	.0	275.8	1967	275.80000	275.80000	275.80000	1	1	1	19-Jan-2022	275.80000	-1.30318	-.04377	-.59108	.42536
-2.00	-5.00	-3.56	17	1	50	-7.0000	-12.00	-9.10	.2	1.0	274.2	1968	274.20000	274.20000	274.20000	1	1	1	20-Jan-2022	274.20000	-1.22570	-.82106	-.41288	.50517
-1.00	-4.00	-3.97	10	2	76	-5.7000	-9.00	-7.40	2.2	4.0	271.0	1969	271.00000	271.00000	271.00000	1	1	1	21-Jan-2022	271.00000	-.98028	-.07822	-1.14171	.49982
-1.00	-4.00	-3.48	17	3	142	-4.0000	-7.50	-5.78	.1	.0	224.2	1970	224.20000	224.20000	224.20000	1	1	1	22-Jan-2022	224.20000	-1.15753	1.09624	-.57037	.48623
.00	-5.00	-1.67	16	4	161	-2.6000	-5.00	-3.87	.0	.0	233.5	1971	233.50000	233.50000	233.50000	1	1	1	23-Jan-2022	233.50000	-1.08131	1.79437	-.66647	.48243
.00	-6.00	-.47	16	4	198	-3.0000	-4.40	-3.54	.0	.0	271.3	1972	271.30000	271.30000	271.30000	1	1	1	24-Jan-2022	271.30000	-1.08925	2.15324	-.70898	.48018
6.00	-5.00	.95	16	3	111	-3.0000	-16.40	-12.13	.0	.0	247.3	1973	247.30000	247.30000	247.30000	1	1	1	25-Jan-2022	247.30000	-1.04178	.79116	-.43902	.16797
2.00	-5.00	-2.17	16	1	18	-11.5000	-16.00	-14.48	.0	.0	270.4	1974	270.40000	270.40000	270.40000	1	1	1	26-Jan-2022	270.40000	-1.25152	-1.15397	-.37354	.35992
3.00	-5.00	-2.79	18	1	23	-14.0000	-19.10	-16.08	.0	.0	269.4	1975	269.40000	269.40000	269.40000	1	1	1	27-Jan-2022	269.40000	-1.34653	-1.12240	-.26509	.30518
3.00	-5.00	-2.99	18	1	29	-12.2000	-20.00	-16.09	.0	.0	268.2	1976	268.20000	268.20000	268.20000	1	1	1	28-Jan-2022	268.20000	-1.32716	-1.05766	-.26404	.28290
4.00	-5.00	-3.20	18	1	31	-10.6000	-19.00	-14.69	.0	.0	267.8	1977	267.80000	267.80000	267.80000	1	1	1	29-Jan-2022	267.80000	-1.27633	-1.02605	-.23413	.29390
3.00	-3.00	-1.04	10	4	162	-.8000	-17.20	-9.06	.2	1.0	220.9	1978	220.90000	220.90000	220.90000	1	1	1	30-Jan-2022	220.90000	-.90265	1.80217	-1.03069	.19161
.00	-6.00	-3.23	18	1	44	-14.0000	-22.00	-18.38	.0	.0	263.2	1979	263.20000	263.20000	263.20000	1	1	1	31-Jan-2022	263.20000	-1.44952	-.93205	-.37588	.28226
2.00	-7.00	-5.14	18	1	19	-14.8000	-21.00	-17.35	.0	.0	215.6	1980	215.60000	215.60000	215.60000	1	1	1	01-Feb-2022	215.60000	-1.45664	-1.17300	-.34948	.32920
4.00	-7.00	-3.35	18	1	23	-15.0000	-23.00	-17.33	.0	.0	228.0	1981	228.00000	228.00000	228.00000	1	1	1	02-Feb-2022	228.00000	-1.40397	-1.13131	-.29426	.25976
3.00	-6.00	-2.05	16	1	22	-15.0000	-21.00	-19.07	.0	.0	230.9	1982	230.90000	230.90000	230.90000	1	1	1	03-Feb-2022	230.90000	-1.35867	-1.14340	-.41989	.25133
.00	-6.00	-3.45	18	1	23	-18.0000	-24.00	-20.64	.0	.0	232.7	1983	232.70000	232.70000	232.70000	1	1	1	04-Feb-2022	232.70000	-1.53121	-1.15891	-.39116	.26121
3.00	-5.00	-.13	18	1	23	-15.0000	-22.00	-19.26	.0	.0	237.2	1984	237.20000	237.20000	237.20000	1	1	1	05-Feb-2022	237.20000	-1.35981	-1.13579	-.24828	.20140
6.00	-5.00	-1.31	16	1	25	-14.0000	-20.00	-16.39	.0	.0	252.0	1985	252.00000	252.00000	252.00000	1	1	1	06-Feb-2022	252.00000	-1.24001	-1.09587	-.32750	.23830
6.00	-5.00	-2.08	16	1	24	-13.8000	-19.00	-15.92	.0	.0	259.8	1986	259.80000	259.80000	259.80000	1	1	1	07-Feb-2022	259.80000	-1.24247	-1.10348	-.33393	.26493
8.00	-5.00	-.48	16	1	28	-11.0000	-19.00	-15.56	.0	.0	260.7	1987	260.70000	260.70000	260.70000	1	1	1	08-Feb-2022	260.70000	-1.14613	-1.04911	-.25898	.20798
7.00	-5.00	-.88	16	2	66	-8.0000	-15.00	-11.22	.0	.0	261.7	1988	261.70000	261.70000	261.70000	1	1	1	09-Feb-2022	261.70000	-1.09033	-.15820	-.35412	.27780
10.00	-3.00	1.40	16	2	76	-9.0000	-13.00	-10.96	.0	.0	262.7	1989	262.70000	262.70000	262.70000	1	1	1	10-Feb-2022	262.70000	-.98949	-.05634	-.26102	.22618
8.00	-3.00	2.77	16	2	81	-5.8000	-18.00	-11.00	.0	.0	262.4	1990	262.40000	262.40000	262.40000	1	1	1	11-Feb-2022	262.40000	-.95986	.00076	-.26140	.15181
1.00	-2.00	-1.88	10	2	56	-5.0000	-11.00	-8.89	.6	2.0	258.3	1991	258.30000	258.30000	258.30000	1	1	1	12-Feb-2022	258.30000	-.92400	-.24594	-.87087	.40236
-3.00	-6.00	-6.33	9	2	74	-6.0000	-16.00	-9.56	5.5	9.0	261.9	1992	261.90000	261.90000	261.90000	1	1	1	13-Feb-2022	261.90000	-1.01897	-.16217	-1.65511	.43015
-1.00	-10.00	-6.36	16	1	31	-16.0000	-21.00	-18.46	.0	.0	266.6	1993	266.60000	266.60000	266.60000	1	1	1	14-Feb-2022	266.60000	-1.55826	-1.06908	-.61851	.40049
-2.00	-10.00	-7.31	16	1	25	-13.8000	-22.00	-19.15	.0	.0	266.5	1994	266.50000	266.50000	266.50000	1	1	1	15-Feb-2022	266.50000	-1.56529	-1.12352	-.63155	.39005
.00	-9.00	-6.34	16	1	26	-13.1000	-20.70	-16.99	.0	.0	269.5	1995	269.50000	269.50000	269.50000	1	1	1	16-Feb-2022	269.50000	-1.46781	-1.09959	-.55511	.38580
.00	-7.00	-4.56	16	1	41	-8.0000	-17.00	-11.81	.0	1.0	269.1	1996	269.10000	269.10000	269.10000	1	1	1	17-Feb-2022	269.10000	-1.27232	-.91724	-.47832	.42438
4.00	-6.00	-2.17	16	2	51	-8.0000	-22.30	-16.54	.0	.0	270.0	1997	270.00000	270.00000	270.00000	1	1	1	18-Feb-2022	270.00000	-1.23705	-.32862	-.44775	.18104
1.00	-9.00	-4.01	18	1	23	-16.0000	-22.70	-19.19	.0	.0	272.0	1998	272.00000	272.00000	272.00000	1	1	1	19-Feb-2022	272.00000	-1.52753	-1.14753	-.39669	.30791
4.00	-7.00	-1.35	18	1	23	-15.0000	-21.70	-18.63	.0	.0	281.6	1999	281.60000	281.60000	281.60000	1	1	1	20-Feb-2022	281.60000	-1.38807	-1.13432	-.26999	.23479
4.00	-8.00	-1.40	16	1	22	-16.0000	-21.00	-18.66	.0	.0	280.0	2000	280.00000	280.00000	280.00000	1	1	1	21-Feb-2022	280.00000	-1.37479	-1.14556	-.42103	.26302
4.00	-7.00	-3.25	18	1	23	-13.0000	-21.40	-17.28	.0	.0	277.1	2001	277.10000	277.10000	277.10000	1	1	1	22-Feb-2022	277.10000	-1.37333	-1.12327	-.27847	.26630
7.00	-6.00	-.60	18	1	30	-12.0000	-18.00	-14.96	.0	.0	277.8	2002	277.80000	277.80000	277.80000	1	1	1	23-Feb-2022	277.80000	-1.22901	-1.03666	-.16329	.25452
11.00	-5.00	1.14	18	1	45	-8.6000	-16.00	-12.38	.0	.0	278.4	2003	278.40000	278.40000	278.40000	1	1	1	24-Feb-2022	278.40000	-1.05055	-.86168	-.03773	.20931
